product_id,product_name,category,subcategory,brand,list_price,standard_cost,launch_date,is_active
374,NorthTrail Resistance Red 4,Equipment,Resistance,VitaMove,108.79,73.41,2024-07-19,Y
375,AeroRun Resistance Green 5,Equipment,Resistance,PulseFit,264.37,147.50,2022-10-16,N
376,PulseFit Resistance Teal 6,Equipment,Resistance,VitaMove,44.15,26.95,2021-06-17,Y
377,VitaMove Resistance Blue 7,Equipment,Resistance,StrideLab,113.61,48.18,2022-09-26,Y
378,UrbanMove Resistance Grey 8,Equipment,Resistance,NorthTrail,293.50,200.66,2022-08-12,Y
379,AeroRun Resistance Blue 9,Equipment,Resistance,NorthTrail,176.94,70.23,2025-03-25,Y
380,Zava Active Resistance Blue 10,Equipment,Resistance,UrbanMove,196.43,135.72,2023-07-12,N
381,UrbanMove Foam Rollers Green 1,EQUIPMENT,Foam Rollers,NorthTrail,260.97,144.86,2022-07-31,Y
382,UrbanMove Foam Rollers White 2,Equipment,Foam Rollers,FlexPro,283.07,144.32,2025-01-12,Y
383,Zava Active Foam Rollers Red 3,Equipment,Foam Rollers,NorthTrail,291.85,175.66,2021-01-08,Y
384,PeakForm Foam Rollers Purple 4,Equipment,Foam Rollers,PulseFit,132.07,72.07,2025-01-19,Y
385,NorthTrail Foam Rollers Navy 5,Equipment,Foam Rollers,AeroRun,189.24,123.22,2024-01-07,Y
386,AeroRun Foam Rollers Black 6,Equipment,Foam Rollers,CoreFlex,260.63,124.46,2023-02-06,Y
387,PulseFit Foam Rollers Red 7,Equipment,Foam Rollers,VitaMove,28.35,18.53,2024-01-08,Y
388,Zava Active Foam Rollers Grey 8,Equipment,Foam Rollers,VitaMove,270.45,104.03,2024-10-15,Y
389,PulseFit Foam Rollers Teal 9,Equipment,Foam Rollers,PeakForm,201.92,101.74,2023-12-18,Y
390,PeakForm Foam Rollers Black 10,Equipment,Foam Rollers,VitaMove,161.80,82.94,2025-02-20,Y
391,PulseFit Balance Blue 1,Equipment,Balance,Zava Active,142.21,68.97,2024-10-17,Y
392,StrideLab Balance Teal 2,Equipment,Balance,StrideLab,207.45,145.12,2021-07-21,Y
393,UrbanMove Balance Red 3,Equipment,Balance,NorthTrail,211.02,146.98,2021-07-04,Y
394,UrbanMove Balance Black 4,EQUIPMENT,Balance,AeroRun,250.72,120.96,2022-07-31,Y
395,VitaMove Balance Navy 5,Equipment,Balance,Zava Active,133.68,64.13,2024-08-09,Y
396,Zava Active Balance Teal 6,Equipment,Balance,NorthTrail,155.45,87.59,2022-09-17,Y
397,AeroRun Balance Grey 7,EQUIPMENT,Balance,PeakForm,25.04,14.12,2022-03-09,Y
398,AeroRun Balance Red 8,Equipment,Balance,PulseFit,256.01,137.22,2023-11-17,Y
399,StrideLab Balance Grey 9,EQUIPMENT,Balance,NorthTrail,263.50,119.47,2022-08-23,Y
400,StrideLab Balance Black 10,Equipment,Balance,StrideLab,79.32,54.82,2022-12-20,Y
401,CoreFlex Running Navy 1,Footwear,Running,PeakForm,212.99,121.96,2025-03-22,Y
402,StrideLab Running Teal 2,Footwear,Running,UrbanMove,234.81,99.51,2024-11-01,N
403,AeroRun Running Orange 3,Footwear,Running,FlexPro,112.94,76.04,2024-07-14,Y
404,PulseFit Running Orange 4,Footwear,Running,StrideLab,272.45,195.87,2021-05-04,Y
405,VitaMove Running Navy 5,Footwear,Running,PeakForm,88.36,54.81,2023-07-21,Y
406,UrbanMove Running Grey 6,FOOTWEAR,Running,PulseFit,284.74,147.46,2021-04-26,Y
407,PulseFit Running Purple 7,FOOTWEAR,Running,StrideLab,23.75,11.83,2021-02-16,N
408,PeakForm Running Blue 8,Footwear,Running,Zava Active,204.71,115.59,2021-02-23,Y
409,Zava Active Running Navy 9,Footwear,Running,Zava Active,13.16,9.43,2025-01-07,Y
410,NorthTrail Running Green 10,FOOTWEAR,Running,Zava Active,255.93,115.67,2021-12-26,Y
411,AeroRun Training Orange 1,Footwear,Training,Zava Active,234.18,97.89,2022-06-04,N
412,FlexPro Training Black 2,Footwear,Training,VitaMove,250.49,107.15,2021-07-16,N
413,PeakForm Training Blue 3,Footwear,Training,StrideLab,245.90,158.01,2022-09-10,Y
414,PeakForm Training Purple 4,FOOTWEAR,Training,PulseFit,39.01,18.77,2022-11-01,Y
415,FlexPro Training Blue 5,Footwear,Training,Zava Active,14.98,10.41,2023-08-23,Y
416,VitaMove Training Grey 6,Footwear,Training,Zava Active,248.66,111.70,2021-09-23,N
417,NorthTrail Training Grey 7,Footwear,Training,StrideLab,77.59,48.95,2024-07-21,Y
418,Zava Active Training Blue 8,FOOTWEAR,Training,UrbanMove,141.11,65.25,2024-03-04,Y
419,AeroRun Training Blue 9,Footwear,Training,Zava Active,261.42,178.41,2022-03-10,Y
420,PulseFit Training Green 10,Footwear,Training,CoreFlex,78.59,55.93,2025-03-28,Y
421,PeakForm Lifestyle White 1,Footwear,Lifestyle,VitaMove,135.71,93.04,2023-10-17,Y
422,VitaMove Lifestyle Navy 2,Footwear,Lifestyle,PeakForm,245.86,131.27,2022-02-17,Y
423,StrideLab Lifestyle Red 3,Footwear,Lifestyle,PulseFit,37.23,19.56,2021-11-25,Y
424,StrideLab Lifestyle Blue 4,Footwear,Lifestyle,Zava Active,236.18,132.03,2022-12-05,Y
425,UrbanMove Lifestyle Teal 5,Footwear,Lifestyle,PulseFit,80.28,46.77,2024-04-15,N
426,Zava Active Lifestyle Teal 6,Footwear,Lifestyle,PeakForm,77.38,33.70,2021-05-23,Y
427,NorthTrail Lifestyle Black 7,FOOTWEAR,Lifestyle,FlexPro,30.69,14.74,2024-07-23,Y
428,CoreFlex Lifestyle Grey 8,Footwear,Lifestyle,AeroRun,105.80,67.41,2022-09-11,N
429,UrbanMove Lifestyle Navy 9,Footwear,Lifestyle,Zava Active,43.81,24.06,2023-08-11,N
430,FlexPro Lifestyle Grey 10,Footwear,Lifestyle,FlexPro,264.31,139.78,2022-06-18,N
431,VitaMove Trail Blue 1,Footwear,Trail,StrideLab,250.53,144.05,2021-05-29,Y
432,PulseFit Trail Green 2,Footwear,Trail,UrbanMove,264.33,135.66,2024-01-07,Y
433,VitaMove Trail Blue 3,Footwear,Trail,Zava Active,55.29,32.29,2021-07-06,Y
434,PulseFit Trail Orange 4,Footwear,Trail,UrbanMove,35.78,15.63,2021-09-02,Y
435,FlexPro Trail White 5,Footwear,Trail,NorthTrail,26.02,15.86,2022-11-05,Y
436,UrbanMove Trail Orange 6,Footwear,Trail,PulseFit,177.14,126.84,2022-03-14,Y
437,AeroRun Trail Green 7,Footwear,Trail,NorthTrail,40.22,18.42,2024-03-12,Y
438,StrideLab Trail Red 8,FOOTWEAR,Trail,AeroRun,101.41,40.96,2023-11-25,Y
439,UrbanMove Trail Purple 9,Footwear,Trail,PulseFit,22.91,11.34,2024-06-28,Y
440,PeakForm Trail Red 10,Footwear,Trail,FlexPro,214.12,149.02,2021-02-03,Y
441,CoreFlex Walking Red 1,Footwear,Walking,AeroRun,108.63,42.65,2023-01-22,Y
442,VitaMove Walking Blue 2,Footwear,Walking,AeroRun,59.33,36.58,2021-05-13,Y
443,Zava Active Walking Black 3,Footwear,Walking,CoreFlex,227.45,135.17,2024-02-23,Y
444,FlexPro Walking Grey 4,Footwear,Walking,UrbanMove,209.64,110.05,2024-08-13,Y
445,FlexPro Walking Blue 5,FOOTWEAR,Walking,CoreFlex,267.00,101.95,2024-06-06,Y
446,FlexPro Walking Red 6,Footwear,Walking,Zava Active,124.17,64.83,2023-04-30,Y
447,UrbanMove Walking Orange 7,Footwear,Walking,PulseFit,234.40,164.46,2021-10-20,Y
448,FlexPro Walking Grey 8,Footwear,Walking,AeroRun,38.58,21.47,2024-01-13,Y
449,FlexPro Walking White 9,Footwear,Walking,CoreFlex,130.34,bad_cost,2024-02-04,Y
450,NorthTrail Walking Navy 10,Footwear,Walking,AeroRun,263.06,139.45,2022-02-20,Y
451,PeakForm Court Purple 1,Footwear,Court,FlexPro,111.01,42.50,2023-11-21,Y
452,AeroRun Court Red 2,Footwear,Court,StrideLab,192.33,77.99,2023-05-24,Y
453,CoreFlex Court Green 3,Footwear,Court,CoreFlex,74.15,53.07,2024-04-03,Y
454,VitaMove Court Teal 4,FOOTWEAR,Court,PeakForm,195.64,127.41,2022-12-10,Y
455,NorthTrail Court Purple 5,Footwear,Court,CoreFlex,109.03,73.66,2022-01-14,N
456,PeakForm Court Black 6,Footwear,Court,CoreFlex,50.76,32.93,2022-07-27,Y
457,UrbanMove Court Grey 7,Footwear,Court,PulseFit,82.45,48.25,2025-01-29,N
458,CoreFlex Court Green 8,Footwear,Court,StrideLab,258.02,128.50,2022-06-20,N
459,PulseFit Court Grey 9,Footwear,Court,UrbanMove,88.73,61.12,2022-10-22,N
460,PeakForm Court White 10,Footwear,Court,Zava Active,186.25,82.76,2021-07-05,Y
461,UrbanMove Studio Black 1,Footwear,Studio,FlexPro,35.73,20.69,2024-08-31,Y
462,PeakForm Studio Grey 2,Footwear,Studio,CoreFlex,250.83,161.62,2021-10-01,N
463,StrideLab Studio White 3,FOOTWEAR,Studio,UrbanMove,94.84,62.89,2022-03-19,Y
464,StrideLab Studio Green 4,Footwear,Studio,NorthTrail,59.68,35.34,2024-06-17,Y
465,FlexPro Studio Purple 5,FOOTWEAR,Studio,PeakForm,286.99,163.22,2023-04-23,Y
466,PulseFit Studio Teal 6,Footwear,Studio,PulseFit,15.22,8.91,2021-11-23,Y
467,VitaMove Studio Teal 7,Footwear,Studio,VitaMove,68.63,41.91,2022-09-12,Y
468,PeakForm Studio Teal 8,Footwear,Studio,Zava Active,36.42,17.23,2023-01-07,Y
469,PulseFit Studio Grey 9,Footwear,Studio,StrideLab,221.75,119.09,2023-06-25,N
470,UrbanMove Studio Green 10,Footwear,Studio,CoreFlex,296.80,130.35,2024-01-26,N
471,UrbanMove Recovery Orange 1,Footwear,Recovery,NorthTrail,135.85,89.01,2024-08-26,Y
472,CoreFlex Recovery Black 2,Footwear,Recovery,StrideLab,234.37,100.93,2021-07-23,N
473,UrbanMove Recovery Green 3,Footwear,Recovery,StrideLab,274.00,158.50,2021-05-13,Y
474,StrideLab Recovery Black 4,Footwear,Recovery,PulseFit,153.70,92.75,2021-01-07,N
475,PeakForm Recovery Grey 5,Footwear,Recovery,CoreFlex,30.76,21.29,2022-03-03,Y
476,StrideLab Recovery Purple 6,FOOTWEAR,Recovery,Zava Active,235.88,96.41,2024-07-15,Y
477,AeroRun Recovery Blue 7,FOOTWEAR,Recovery,StrideLab,198.25,110.86,2023-10-26,Y
478,AeroRun Recovery Teal 8,Footwear,Recovery,FlexPro,124.55,49.66,2022-07-16,Y
479,UrbanMove Recovery White 9,Footwear,Recovery,Zava Active,248.10,96.23,2024-04-04,Y
480,Zava Active Recovery Red 10,Footwear,Recovery,Zava Active,239.86,151.95,2023-09-29,Y
481,UrbanMove Crossfit Green 1,Footwear,Crossfit,UrbanMove,221.50,101.17,2022-11-26,Y
482,Zava Active Crossfit Black 2,Footwear,Crossfit,PulseFit,212.49,94.94,2021-07-03,Y
483,NorthTrail Crossfit Green 3,Footwear,Crossfit,PeakForm,27.14,14.69,2025-02-20,Y
484,PulseFit Crossfit Green 4,FOOTWEAR,Crossfit,UrbanMove,197.66,117.12,2023-10-04,Y
485,AeroRun Crossfit Red 5,Footwear,Crossfit,VitaMove,179.26,125.54,2021-05-15,Y
486,StrideLab Crossfit Orange 6,Footwear,Crossfit,PeakForm,173.14,109.24,2023-08-06,Y
487,CoreFlex Crossfit Purple 7,Footwear,Crossfit,PulseFit,231.62,162.64,2021-03-25,Y
488,AeroRun Crossfit Grey 8,Footwear,Crossfit,StrideLab,101.18,39.96,2024-12-27,Y
489,CoreFlex Crossfit Teal 9,Footwear,Crossfit,AeroRun,91.52,43.08,2024-02-24,Y
490,CoreFlex Crossfit Teal 10,Footwear,Crossfit,AeroRun,90.62,39.52,2021-10-29,N
491,AeroRun Hiking Green 1,Footwear,Hiking,AeroRun,181.80,96.73,2023-11-09,Y
492,StrideLab Hiking Grey 2,Footwear,Hiking,Zava Active,270.79,116.79,2023-08-31,Y
493,VitaMove Hiking Black 3,Footwear,Hiking,PeakForm,162.81,68.43,2021-05-20,Y
494,UrbanMove Hiking Green 4,Footwear,Hiking,CoreFlex,89.58,58.11,2022-01-04,Y
495,NorthTrail Hiking Navy 5,FOOTWEAR,Hiking,CoreFlex,246.43,119.30,2021-01-28,N
496,VitaMove Hiking Orange 6,FOOTWEAR,Hiking,FlexPro,203.37,141.13,2024-07-25,Y
497,Zava Active Hiking Black 7,Footwear,Hiking,PeakForm,206.11,130.44,2022-05-20,Y
498,StrideLab Hiking Green 8,Footwear,Hiking,PeakForm,47.13,30.01,2021-07-13,Y
499,StrideLab Hiking Green 9,FOOTWEAR,Hiking,AeroRun,114.78,50.84,2024-05-09,Y
500,StrideLab Hiking Navy 10,Footwear,Hiking,VitaMove,12.30,5.37,2024-01-22,N
501,UrbanMove Protein Navy 1,NUTRITION,Protein,Zava Active,218.93,136.58,2021-09-02,Y
502,NorthTrail Protein Black 2,Nutrition,Protein,PeakForm,168.90,65.85,2022-02-02,Y
503,NorthTrail Protein Grey 3,Nutrition,Protein,AeroRun,236.58,95.76,2021-11-18,N
504,Zava Active Protein Grey 4,Nutrition,Protein,Zava Active,139.46,77.38,2022-10-24,Y
505,VitaMove Protein Green 5,Nutrition,Protein,PulseFit,95.28,66.73,2024-06-11,N
506,VitaMove Protein Purple 6,Nutrition,Protein,PulseFit,125.04,64.92,2021-03-19,Y
507,CoreFlex Protein Navy 7,Nutrition,Protein,UrbanMove,94.10,44.92,2021-01-02,Y
508,UrbanMove Protein Black 8,NUTRITION,Protein,FlexPro,203.23,106.77,2021-07-26,N
509,VitaMove Protein Purple 9,Nutrition,Protein,StrideLab,201.66,121.16,2021-02-10,N
510,FlexPro Protein Red 10,Nutrition,Protein,CoreFlex,202.15,112.68,2024-12-21,Y
511,FlexPro Hydration Mix Green 1,Nutrition,Hydration Mix,PeakForm,218.09,117.79,2022-10-13,N
512,FlexPro Hydration Mix Teal 2,Nutrition,Hydration Mix,VitaMove,150.48,67.22,2021-02-15,Y
513,PeakForm Hydration Mix Orange 3,Nutrition,Hydration Mix,CoreFlex,225.07,116.01,2021-04-01,Y
514,FlexPro Hydration Mix Red 4,Nutrition,Hydration Mix,UrbanMove,151.38,99.73,2022-07-15,Y
515,FlexPro Hydration Mix Grey 5,Nutrition,Hydration Mix,Zava Active,171.80,100.32,2021-12-19,Y
516,NorthTrail Hydration Mix Black 6,Nutrition,Hydration Mix,UrbanMove,256.59,179.35,2022-05-11,N
517,AeroRun Hydration Mix Blue 7,Nutrition,Hydration Mix,UrbanMove,37.02,15.03,2023-11-21,Y
518,CoreFlex Hydration Mix Red 8,Nutrition,Hydration Mix,UrbanMove,52.35,30.32,2024-05-11,N
519,NorthTrail Hydration Mix Blue 9,NUTRITION,Hydration Mix,StrideLab,278.99,198.43,2023-12-27,Y
520,UrbanMove Hydration Mix Teal 10,Nutrition,Hydration Mix,Zava Active,261.45,152.62,2021-12-17,Y
521,CoreFlex Energy Bars Blue 1,Nutrition,Energy Bars,AeroRun,269.51,184.74,2021-10-04,Y
522,PulseFit Energy Bars Purple 2,Nutrition,Energy Bars,NorthTrail,25.20,17.54,2023-12-25,N
523,AeroRun Energy Bars Navy 3,Nutrition,Energy Bars,UrbanMove,183.91,83.88,2023-09-24,Y
524,PulseFit Energy Bars Navy 4,Nutrition,Energy Bars,VitaMove,233.43,164.39,2025-03-06,Y
525,CoreFlex Energy Bars Blue 5,Nutrition,Energy Bars,CoreFlex,299.04,155.18,2022-07-05,Y
526,PulseFit Energy Bars Orange 6,Nutrition,Energy Bars,Zava Active,230.54,149.43,2023-07-03,Y
527,PeakForm Energy Bars Navy 7,Nutrition,Energy Bars,Zava Active,291.31,141.04,2022-07-06,N
528,PulseFit Energy Bars Black 8,Nutrition,Energy Bars,Zava Active,281.42,164.66,2024-08-05,Y
529,PeakForm Energy Bars Teal 9,Nutrition,Energy Bars,AeroRun,262.63,142.53,2023-04-02,Y
530,CoreFlex Energy Bars Orange 10,Nutrition,Energy Bars,Zava Active,293.51,204.34,2025-02-01,Y
531,Zava Active Supplements Purple 1,Nutrition,Supplements,PeakForm,38.45,21.24,2023-11-04,N
532,Zava Active Supplements White 2,Nutrition,Supplements,UrbanMove,266.78,190.14,2021-05-06,Y
533,AeroRun Supplements Navy 3,Nutrition,Supplements,PulseFit,193.77,93.92,2023-04-12,N
534,NorthTrail Supplements Purple 4,Nutrition,Supplements,AeroRun,167.73,117.78,2022-06-23,Y
535,StrideLab Supplements Red 5,Nutrition,Supplements,CoreFlex,199.09,105.50,2024-12-05,Y
536,PulseFit Supplements Grey 6,Nutrition,Supplements,UrbanMove,91.40,45.23,2025-02-13,Y
537,PeakForm Supplements Navy 7,Nutrition,Supplements,FlexPro,22.46,11.78,2024-01-29,Y
538,UrbanMove Supplements Orange 8,Nutrition,Supplements,StrideLab,135.35,63.59,2022-03-18,Y
539,UrbanMove Supplements Navy 9,NUTRITION,Supplements,Zava Active,291.47,115.61,2025-03-01,Y
540,UrbanMove Supplements Blue 10,Nutrition,Supplements,VitaMove,273.66,175.45,2024-06-15,Y
541,CoreFlex Recovery Drinks Black 1,Nutrition,Recovery Drinks,AeroRun,151.22,92.70,2025-01-27,Y
542,Zava Active Recovery Drinks Navy 2,Nutrition,Recovery Drinks,UrbanMove,230.98,98.00,2022-05-30,Y
543,NorthTrail Recovery Drinks Grey 3,Nutrition,Recovery Drinks,PulseFit,18.36,10.73,2021-11-21,Y
544,StrideLab Recovery Drinks Orange 4,Nutrition,Recovery Drinks,PulseFit,220.44,97.51,2024-12-06,Y
545,PeakForm Recovery Drinks Red 5,Nutrition,Recovery Drinks,UrbanMove,15.04,7.11,2023-08-23,Y
546,Zava Active Recovery Drinks Purple 6,Nutrition,Recovery Drinks,StrideLab,241.75,143.19,2021-04-04,Y
547,PulseFit Recovery Drinks Teal 7,NUTRITION,Recovery Drinks,AeroRun,130.99,80.82,2023-02-13,Y
548,VitaMove Recovery Drinks Purple 8,Nutrition,Recovery Drinks,NorthTrail,243.12,119.40,2023-09-15,Y
549,CoreFlex Recovery Drinks Blue 9,Nutrition,Recovery Drinks,VitaMove,97.44,60.27,2023-08-03,Y
550,Zava Active Recovery Drinks White 10,Nutrition,Recovery Drinks,AeroRun,283.29,170.61,2021-04-01,Y
551,Zava Active Vitamins Teal 1,Nutrition,Vitamins,FlexPro,125.14,58.70,2022-02-01,N
552,VitaMove Vitamins Navy 2,Nutrition,Vitamins,Zava Active,117.57,75.43,2022-03-30,N
553,UrbanMove Vitamins Black 3,NUTRITION,Vitamins,AeroRun,202.40,132.69,2022-06-02,Y
554,VitaMove Vitamins Red 4,Nutrition,Vitamins,NorthTrail,223.74,157.51,2024-12-13,N
555,PulseFit Vitamins Purple 5,Nutrition,Vitamins,UrbanMove,257.05,145.80,2022-09-09,Y
556,PeakForm Vitamins White 6,Nutrition,Vitamins,AeroRun,236.17,162.81,2022-01-29,Y
557,CoreFlex Vitamins Green 7,Nutrition,Vitamins,NorthTrail,30.44,19.52,2024-01-25,Y
558,NorthTrail Vitamins Blue 8,Nutrition,Vitamins,StrideLab,259.72,106.23,2022-04-03,Y
559,PeakForm Vitamins Navy 9,Nutrition,Vitamins,FlexPro,103.47,44.44,2022-07-16,Y
560,Zava Active Vitamins Grey 10,Nutrition,Vitamins,FlexPro,167.80,119.43,2024-10-25,Y
561,AeroRun Electrolytes Orange 1,Nutrition,Electrolytes,PeakForm,42.56,17.22,2021-12-05,N
562,FlexPro Electrolytes Orange 2,Nutrition,Electrolytes,PeakForm,52.36,27.77,2024-05-05,Y
563,CoreFlex Electrolytes Black 3,Nutrition,Electrolytes,NorthTrail,289.66,204.41,2021-06-04,Y
564,StrideLab Electrolytes Blue 4,Nutrition,Electrolytes,AeroRun,97.85,37.92,2023-08-19,Y
565,AeroRun Electrolytes Black 5,Nutrition,Electrolytes,UrbanMove,20.27,11.47,2024-04-27,Y
566,VitaMove Electrolytes Green 6,Nutrition,Electrolytes,AeroRun,167.29,77.37,2021-03-30,Y
567,NorthTrail Electrolytes Red 7,Nutrition,Electrolytes,PeakForm,185.38,84.71,2021-04-30,Y
568,VitaMove Electrolytes Purple 8,Nutrition,Electrolytes,UrbanMove,252.19,175.79,2024-07-02,Y
569,UrbanMove Electrolytes Purple 9,Nutrition,Electrolytes,PeakForm,217.56,108.15,2024-10-08,Y
570,Zava Active Electrolytes White 10,Nutrition,Electrolytes,FlexPro,58.63,32.93,2024-04-11,Y
571,Zava Active Snacks Orange 1,Nutrition,Snacks,NorthTrail,208.88,116.15,2022-03-06,Y
572,PeakForm Snacks Purple 2,Nutrition,Snacks,AeroRun,33.20,17.34,2024-12-24,Y
573,NorthTrail Snacks White 3,Nutrition,Snacks,NorthTrail,208.95,146.68,2023-03-26,N
574,StrideLab Snacks Green 4,Nutrition,Snacks,NorthTrail,85.02,37.89,2023-08-08,Y
575,CoreFlex Snacks Orange 5,Nutrition,Snacks,PeakForm,98.91,62.06,2021-11-03,Y
576,UrbanMove Snacks Purple 6,Nutrition,Snacks,CoreFlex,35.75,13.82,2022-09-11,Y
577,AeroRun Snacks Orange 7,Nutrition,Snacks,PeakForm,41.43,18.05,2021-11-09,Y
578,CoreFlex Snacks White 8,Nutrition,Snacks,AeroRun,69.59,48.27,2022-03-05,N
579,StrideLab Snacks White 9,Nutrition,Snacks,UrbanMove,66.72,27.14,2024-08-15,N
580,StrideLab Snacks Green 10,Nutrition,Snacks,Zava Active,31.24,12.97,2023-10-25,Y
581,Zava Active Meal Shakes Blue 1,Nutrition,Meal Shakes,PeakForm,234.51,99.58,2024-12-24,Y
582,NorthTrail Meal Shakes Teal 2,Nutrition,Meal Shakes,VitaMove,163.96,76.46,2023-01-09,N
583,VitaMove Meal Shakes Purple 3,Nutrition,Meal Shakes,StrideLab,220.07,92.84,2024-04-12,Y
584,FlexPro Meal Shakes Teal 4,Nutrition,Meal Shakes,CoreFlex,119.53,80.63,2021-11-07,Y
585,VitaMove Meal Shakes Grey 5,NUTRITION,Meal Shakes,StrideLab,52.20,25.44,2022-02-24,Y
586,NorthTrail Meal Shakes Blue 6,Nutrition,Meal Shakes,Zava Active,272.26,154.19,2024-12-31,Y
587,UrbanMove Meal Shakes Blue 7,Nutrition,Meal Shakes,StrideLab,275.22,173.82,2021-01-02,Y
588,NorthTrail Meal Shakes Teal 8,Nutrition,Meal Shakes,FlexPro,153.00,75.43,2023-02-12,Y
589,StrideLab Meal Shakes Black 9,Nutrition,Meal Shakes,VitaMove,94.99,52.58,2022-01-28,Y
590,VitaMove Meal Shakes Teal 10,Nutrition,Meal Shakes,PeakForm,51.12,36.68,2022-10-08,Y
591,AeroRun Wellness Green 1,Nutrition,Wellness,UrbanMove,132.91,56.68,2021-06-03,Y
592,UrbanMove Wellness Purple 2,Nutrition,Wellness,VitaMove,24.54,12.27,2021-04-01,Y
593,StrideLab Wellness Green 3,Nutrition,Wellness,UrbanMove,283.90,188.66,2022-12-06,Y
594,PeakForm Wellness Teal 4,NUTRITION,Wellness,VitaMove,61.68,36.10,2023-10-21,N
595,StrideLab Wellness Black 5,Nutrition,Wellness,FlexPro,166.41,111.28,2021-08-10,Y
596,PulseFit Wellness Teal 6,Nutrition,Wellness,CoreFlex,243.52,143.04,2022-09-10,Y
597,AeroRun Wellness Blue 7,Nutrition,Wellness,NorthTrail,148.42,94.00,2025-01-24,Y
598,FlexPro Wellness Grey 8,Nutrition,Wellness,PulseFit,41.56,18.99,2022-11-28,Y
599,VitaMove Wellness Orange 9,Nutrition,Wellness,VitaMove,69.46,43.91,2024-01-29,Y
600,PeakForm Wellness Grey 10,Nutrition,Wellness,CoreFlex,207.82,122.09,2021-03-22,N
